name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,image,thumb,splash,artist,tages,gender,exclusive
Tasqa,ROTO,Common,14,UnderWorld,35,55,50,35,45,1,Air,Taskmaster Scout,{{MC}}: Deal 15 damage to target adjacent equipped Creature.,Never attack a fully-armored Drill Dozer head-on when you can simply remove one screw to disable its systems.,,,,,0B6oyUfwoM3u1MjJaSDNiWlREOHM,1nGTkQgk9_153iQZbhFj-QjwiTaiV4kUp,,,,Female,
Topar,TOTT,Ultra Rare,14,Danian,70,45,45,30,45,2,,Mandiblor Muge,"At the beginning of your turn, Infect target Uninfected Creature.
When an Infected Danian you control is targeted by a Mugic or ability, Uninfect that Creature and negate the Mugic or ability.",,,,,,0B6oyUfwoM3u1bnNiRG50azEzZzQ,1nDPRSTr5fhx8Zgk82LMiK_2vE5JIcRwa,1mzIMAoXd7CO4G1y9sTT7gUxmnQoYp9Ug,,,Male,
Vyll,SS,Uncommon,14,UnderWorld,55,35,75,30,40,2,,Muge,{{MC}}{{MC}}: Remove a Mugic counter from target Creature.,"As the ""Annihilator of Mugic,"" Vyll prevents the casting of Mugic by targeting the source - the Mugicians themselves.",,,,,0B6oyUfwoM3u1WXd3QTVFRlJGckk,1JhMF_vpOi_YgjEoAt5ovl_izIjWakeG_,10JF8Rxru-rOVS5VVf2ujmJ5mQE0cmfjO,,,Male,
Wrenges,MI,Uncommon,14,OverWorld,30,25,45,40,35,2,,Minion Muge,{{MC}}: Heal 15 damage to target engaged Creature.,,"{{MC}}: Heal 10 damage to target Creature. If that Creature is on your side of the Battleboard, it also gains 10 to all Disciplines.",,,,0B6oyUfwoM3u1ZGRSUFRiVlVGZmM,1kx0lZex4ISk_rRu1110An5AOIBJrpIe5,1zyde0KsKgV11chgARszgJatDoKIjaWJr,,,Male,
Agrino Jaldar,ROTO,Rare,15,Danian,80,50,40,55,55,1,,Minion Warrior,"Hive: Agrino Jaldar has an additional 5 Energy for each Danian you control.
Agrino Jaldar deals an additional 5 damage to Minions.",,"Agrino Jaldar has an additional 5 Energy for each Minion you control.
Agrino Jaldar deals an additional 5 damage to Infected Creatures.",,,,1eC-pF7fqEJ1Q-QlJCCmXVwTJbcZPnKiq,1pAYglv14XWCg4kRmHh_VnPv5FHgTGoR1,14QU4SUasyGqlpafRGbbs5NY-tPALy3Xc,,,Male,
Ailav,TOTT,Uncommon,15,Mipedian,50,30,60,75,50,1,"Air, Earth",Conjuror Warrior,Reduce damage dealt to Warbeasts you control by 5.,"""Warbeasts the size of palaces are under my control. Why would I ever fear a M'arrillian!?"" 
—Ailav",,1,,,0B6oyUfwoM3u1dUxlRFZjQi1CU2c,17n_bhp2ZlBzYYrVdL9C_4BDPnsCgPeP0,,,,Male,
Aokua,MI,Rare,15,UnderWorld,100,100,100,100,50,1,,Commander,Exhaust all Disciplines 10,"Aokua was the first to learn that if you can get past the hardened shell, Danians are both nutritious and delicious.",,,,,0B6oyUfwoM3u1czBuTFF1NHN5VVE,1Kt7t47PTaV55QMsmc-nARB-XWJ4Vn3Tp,,,,Male,Starter
Bidua,FAS,Common,15,OverWorld,70,30,70,85,55,0,"Air, Earth",Scout,Expend Earth while engaged: The opposing engaged Creature loses Invisibility.,"With his keen eyesight, Bidua can see even the faint shimmering of invisible Mipedians.",,,,,1BnpQC9tdT716vAaKtNCEtNzRG69cevez,1MTjlZtvHc_pDQ-02JDLVB27eKlxMT0Kf,1FTkBRr0LEmJRBPgww2Ms01OOmeq7gRP4,,,Male,
Korg,AU,Rare,15,OverWorld,60,35,70,25,35,2,Water,Past Guardian,{{MC}}: Heal 10 damage to target Creature for each Creature your opponent controls on your side of the Battleboard.,Korg can remain immobile for days to get the jump on his unsuspecting prey.,,,,,11a9n8WlnlRxMEQQ7vtAYirM-2aKF9noO,1sqXz1Hj24WGToZKX45x4HmK8Bmqq2qyF,,,,Male,Starter
Maxxor,DOP,Ultra Rare,15,OverWorld,100,65,80,50,60,2,"Fire, Earth",Hero,{{MC}}: Heal 10 damage to target Creature.,"No OverWorlder has ever seen Maxxor’s face in battle because he is always in the frontline, leading the charge!",,1,1,,0B6oyUfwoM3u1V3pQQk55TGtZdlE,1MtcP0H--UeHjQHc7N5xmDWpF34myb2T5,0B6oyUfwoM3u1eDVDVjRiV082dk0,,,Male,
Tir'baleen,FUN,Rare,15,M'arrillian,25,40,85,35,45,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}{{MC}}: Target attack also counts as a Water attack.
6{{MC}}: Target Water attack deals 0 damage.",,,,1,,1kJxUMT2wh6uH9puEGdaDLBOz_Dkbbd9g,1fT-FyLaQfoWBCEVEpWMNyy9Ud_8WoQtq,,,tir baleen tirbaleen,Female,
Ultadur,ZOTH,Super Rare,15,UnderWorld,40,85,30,75,55,1,,Commander,"Commanders you control have Fire and ""Recklessness 5.""
Ultadur may not gain Mugic counters","And in an instant, the village was gone, the land was scorched and the fields would never flower again.",,,,,0B6oyUfwoM3u1NHIzZWlzeHp6ZFE,10ppYHFVVXLUm5CkZ5AwrMKbVHSqLO8LH,1sYMqDuqOkpfiPt2aexahGNxSmLYTjhvo,,,Male,
Zapetur,SS,Rare,15,UnderWorld,55,60,25,35,35,0,"Fire, Earth",Commander,"Sacrifice a Battlegear: Deal 5 damage to target Creature. This ability can only be used once per turn.
Sacrifice Zapetur: Destroy target Battlegear.",,,,,,0B6oyUfwoM3u1V2lUSWwwbFhnWUU,1YZMXn9KYQa9rJGZD4vPbL4gOecRkI31a,,,,Male,
Asadab,MI,Common,16,UnderWorld,20,55,55,30,25,2,Water,Minion Muge,{{MC}}: Target Creature gains 15 Power.,,{{MC}}: Deal 5 damage to target Creature and it loses 10 Power.,,,,0B6oyUfwoM3u1RGZKUm9DclhwQkE,1w5ZaDpe5aPWYI-THSPJ6qH-Bzu5EeoTQ,,,,Male,
Aureban,ROTO,Super Rare,16,Danian,80,50,40,55,55,0,Earth,Battlemaster Minion,"Waterproof 10
Hive: Aureban has an additional 10 Energy for each Infected Creature your opponent controls.",,Uninfect an Infected Creature you control: Deactivate Hive.,,,,0B6oyUfwoM3u1QjkyUmJNX2l2UlE,1aOSLSLw3HW4GA5UA-FO_NQiTTuqDIA9G,,,,Male,
Balaan,ZOTH,Common,16,Danian,65,35,50,25,55,1,,Squadleader,"Sacrifice Balaan: Activate Hive.
When Balaan is placed in your discard pile, Infect target Uninfected Creature.","As his enemy sprouted antennae, Balaan knew his queen would be proud.",,,,,0B6oyUfwoM3u1Z2hLcDFrVllHeDQ,1LsYtAe2HcbzUyHqD7p13BCkqyy2muo3M,0B90YZmNLvXOyX3hnaGZLdGU4Rms,,,Male,
Gaffat-ra,TOTT,Rare,16,Mipedian,40,100,100,50,50,0,Air,Warbeast,"Defender: Conjuror
Non-attack damage dealt to adjacent Royals is dealt to Gaffat-ra instead.","As the war turns grim, even Royals have begun to accept the Warbeasts.",,1,1,,0B6oyUfwoM3u1UW1hTjE5aFV4VTQ,14jkEKLZ8BAIxndabIDf75NZ-8Sis7x63,,,gaffat ra gaffatra,Ambiguous,
"Hammerdoom Chantcaller, Assimilated",SS,Super Rare,16,Danian,70,40,55,55,55,0,Earth,Mandiblor Warrior,"Hive: Fireproof 10
Attacks played by Hammerdoom Chantcaller deal an additional 5 damage to UnderWorld Creatures.",,,1,1,,0B6oyUfwoM3u1eEZFQW9VOUxraHM,1Zk6P0gkk2h8eNu2VH640od6WyGo0-0bz,,,,Male,
Irsenog,MI,Promo,16,UnderWorld,75,60,30,40,50,1,Air,Warrior,Air 5,"Few realize his claws are as sharp as his serrated blade until it is much, much too late.",,,,,16CXVcOMqWmrCaJmq9we5eAUPQly3jUDg,1AUsifJ5PfEggN4ycH7qMPStkKmwxaswQ,,,,Male,
"Lomma, Desert Wanderer",AU,Super Rare,16,OverWorld,80,45,75,45,60,2,Water,Guardian,"Defender
{{MC}}{{MC}}: Target Elemental Attack deals 0 damage to Lomma.","Catching the scent of the brute who destroyed her family, Lomma can finally get her revenge after all these years. But at what cost?",,,,,1Bf05Q-KtCnqBy_wVMh8xLHjPN4u-k6qF,1GemBM4iGw1sNPopqAlVzhEcuKUqjrqTE,1vWzDWMkbPIqwsD_bNFEK6r46gUwbezuV,,,Female,
Najarin,DOP,Rare,16,OverWorld,60,30,90,35,30,2,,Strategist Muge,{{MC}}{{MC}}: Return target Mugic Card from your discard pile to your hand.,“The search for the Cothica is the means to an end. But finding it may mean the end.” – Najarin,,1,,,0B6oyUfwoM3u1dWo4MmY5MzJWOVk,1hdAEd2hbaNZPn5QqM1JN_pfsPXC57LXv,0B90YZmNLvXOydkNhOWJTeUJNTmc,,,Male,
Uksum,FUN,Super Rare,16,UnderWorld,60,95,15,35,20,0,Fire,Ethereal MinionWarrior,"At the beginning of combat, Uksum gains Energy equal to the lowest Scanned Energy among other Creatures you control.",,Uksum has an additional 40 Energy and Creature Type Kha'rall in addition to its other types.,,,,1u17C5CxMb-xt_Ay96rw7ssS9vwGCrc0Z,19k-hGFCHOf45yViIAFlZ8RuzIde2JYk3,,,,Male,
Bierk,ZOTH,Rare,17,Danian,65,50,50,40,40,0,Water,Squadleader,"At the beginning of each turn, if your opponent controls an UnderWorld Creature, Activate Hive.
Hive: Fireproof 10",Bierk was once seen cannonballing into the Lava Pond.,,,,,0B6oyUfwoM3u1RHdGbWZKUjZLT1E,1XzchiQ3mr5j3ReZ_GuP_z3ZHMa_i1sw8,1x-xVzG2sfbi6jCZK7chlrJD8LPPrh05A,,,Male,
Bladez,MI,Rare,17,UnderWorld,80,90,35,30,60,0,"Fire, Air",Minion Warrior,"If an Attack Card played by Bladez would deal 0 damage, it deals 15 damage instead.",,"Attacks played by Bladez have ""Opposing engaged Creature loses 10 to all Disciplines.""",,,,0B6oyUfwoM3u1NV9iYkhwYUxrUGc,1yCdaOonrEU2FhlR2eyAVQsWxv7KSmuMy,,,,Male,
Dhilas,ROTO,Uncommon,17,Danian,65,45,60,30,40,2,Water,Noble Muge,"{{MC}}: Heal 10 damage to target Mandiblor.
Hive: Danian Mugic you play which deals damage deals an additional 5 damage.",,,1,,,0B6oyUfwoM3u1RWFaQ2FQeUh5ZVk,1klup_wJCvMJjcV1j1LafyBeJvx52OD41,,,,Male,
Elna,FUN,Super Rare,17,Danian,85,55,45,45,65,1,Earth,Mandiblor Muge,"While Elna is in your discard pile, at the beginning of combat, activate Hive.",The Cothica binds us all: the living and breathing with the dead and decaying.,,,,,1U51adChFNaMYfuLXK9Ozo_weyoYYTc-4,1yrrAq6kcB-8K4evtsjydDcttcAmxzz9q,1x-xVzG2sfbi6jCZK7chlrJD8LPPrh05A,,,Male,
Epaluo,MI,Promo,17,Mipedian,40,30,75,60,50,1,Earth,Stalker Warrior,"Invisibility: Strike 5
Invisibility: Surprise",,,,,,1gj610KAueXyl4px5NgWHxeEoh9erAw1T,16TjTp7xpjt0kbTVaPcQn_oHbxcD_1YrS,,,,Male,
"Iflar, The Crown Prince",TOTT,Ultra Rare,17,Mipedian,30,20,50,75,45,1,Air,Royal,"Invisibility: Surprise
Invisibility: Strike 20
Untargetable","""If he's so weak and scrawny, why am I the one covered in bruises!?""",,1,1,,0B6oyUfwoM3u1SFVfbU5Tb05iQmc,1alOy0NkhnhKoeb5GHe7Xv5jQQ89gAtkE,1gbFZiMHSf57E3DIc3NwtUU7Yth5jn4YY,,,Male,
"Kolmo, Assimilated",SS,Super Rare,17,Danian,75,70,30,60,60,1,Earth,Mandiblor,"Invisibility: Surprise
While engaged with a Mipedian Royal, Kolmo has ""Invisibility: Strike 20.""
{{MC}}: If Kolmo is not engaged, relocate it to an open space on the Battleboard.",,,1,,,0B6oyUfwoM3u1N0VUQ05fRlRXZWs,1t1TcGtu4bEY28SgOscXUFL5fRX-GHvoc,,,,Male,
"Maglax, Lodestone Seeker",AU,Rare,17,OverWorld,75,60,40,40,40,0,Fire,Guardian Scout,"Expend Fire while engaged: When target attack deals damage, deal the same amount of damage to the Creature that played that attack.",The immense magnetic powers of Maglax revealed the remarkable properties of the Citadel Lodestone.,,,,,1cyz03mlVmOylgdWp-T4JYC1m6U7bUs0v,1zg0Cfi_H2bm05z-J9_stNxwCvGQt61mw,1jyP063XX5utwcpqWTBBQyvmsYIQYDOvA,,,Male,
Owis,DOP,Super Rare,17,OverWorld,60,25,55,30,45,1,Water,Guardian,"{{MC}}: Heal 5 damage to target Creature. 
{{MC}}: Heal 10 damage to Owis.",UnderWorlders have made countless attempts to breach Cordac Falls. Owis has repelled all but one... the one that haunts him.,,,,,0B6oyUfwoM3u1YmJjbU10bnNxakk,1Zp_bY9zdXYizK2-NzI7PL3V49FiMxR0t,0B90YZmNLvXOyU3l5cG9nTV9hXzQ,,,Male,Starter
Brimflame,MI,Common,18,UnderWorld,60,90,45,60,60,0,"Fire, Air",Taskmaster Minion,"While equipped, Brimflame has ""Fire 5.""",,Sacrifice a Battlegear equipped to Brimflame: Destroy target Battlegear.,,,,0B6oyUfwoM3u1b0dGTG80WGxZUTA,1HcVF1A6whgvn-a7N3P1Ci7WTbpipAhEw,,,,Male,
Daj Huun,ZOTH,Common,18,Danian,70,50,35,70,45,0,,Mandiblor,"Swift 2
Hive: Daj Huun cannot move and has an additional 10 Energy.","""Look up 
Look around 
Never forget 
To look down"" 
—UnderWorld nursery rhyme",,,,,0B6oyUfwoM3u1UTFjTHRfLWw0NVE,1IIXlQP_qMHaMHcpMe0vm9KkgtwpcWHmu,,,,Male,
"Ettala, Mind Controlled",MI,Promo,18,OverWorld,50,85,40,30,60,0,"Earth, Water",Guardian Minion,Earth 5,,Ettala has an additional 30 Power and 30 less Wisdom.,,,,1RPa5fCFA-50HYSTYX1iSoXh0OHYvuZGW,1tqtEGSIO1h-_vAHGgDlj4JA-y0tTRVcJ,1xIzB6LPjAaEYXzwUOZPtcU3KM3h4UNB3,,,Male,
Fliandar,ROTO,Ultra Rare,18,Danian,85,45,75,35,60,1,"Earth, Water",Squadleader,Uninfect 3 Infected Creatures: Activate Hive and heal all damage on Fliandar.,"Part Squadleader, part Parasite, all Danian.",,,,,0B6oyUfwoM3u1R1dLdWN0aHBPWjQ,1P9ThKLEdIY_BTvIMVf39xV2sfnmiquI_,1pL5G9QIzmraiXjc9PUX5qpMmib-cRCv5,,,Male,
Glapaal,FUN,Common,18,Danian,50,25,60,40,35,2,,Mandiblor Muge,{{MC}}: Heal 10 damage to target engaged Mipedian and deal 10 damage to the opposing engaged Creature.,"""Wamma says only fools rush into battle. In that case... call me a fool!?""",,,,,1tB1FdScgLob8i9G6UQ4hBMf9BIyLjvY2,1p4rhlJxuRCIL6uwPDNMSLVBXsLoo-UC4,,,,Male,
Lobanne,SS,Uncommon,18,Danian,35,30,55,35,35,3,,Mandiblor Muge,"{{MC}}: For each Mugic counter on Lobanne, choose ""Fireproof 10,"" ""Airproof 10,"" ""Earthproof 10"" or ""Waterproof 10."" Target Creature gains the chosen abilities. This ability can only be used once per turn.",,,,,,0B6oyUfwoM3u1emFkcENneW9wRmM,1bSmkKmUCOU9hvSdIiLvzyEc17meXcGmm,,,,Male,
"Na-inna, Rebel of the Roa'Po Sahkk",TOTT,Rare,18,Mipedian,30,20,55,30,35,0,,Royal Minion,"At the beginning of your turn, each player adds a Mugic counter to a Creature they control with no Mugic counters.",,"At the beginning of your turn, each player pays a Mugic counter from any Creature they control.",1,,,0B6oyUfwoM3u1ZmtoQWxGVzgweW8,1nP0HQlOg6poCFInfcgLkyYxc34Dp0dyA,,,na inna nainna,Female,
"Najarin, High Muge of the Lake",AU,Ultra Rare,18,OverWorld,60,30,100,30,35,2,Water,Muge,Najarin pays 1 less Mugic counter to play Mugic Cards to a minimum of 1.,"""After all the marvels I've seen him preform, I still don't know the limits to Najarin's power... or if there are any!"" 
—Maxxor",,1,1,,1ZBF6b0kOdmHis3NVJ4-fnC5ZjvJc6bkG,1CpkMhzUBd6aQa-7WvrxXFw1NAtmR8jpi,1RFo7Ox8wGmjcxMGptNwr9JWlsd3xNWK9,,,Male,
Psimion,DOP,Common,18,OverWorld,45,30,55,40,45,1,Earth,Strategist,Support: Wisdom 5,“Simple” Psimion is not... though his seeming to be so has certain advantages.,,,,,0B6oyUfwoM3u1cVRxSkJEQ3BfWVU,1B6kXB9aVQGFznpVL7DaxVgQdZmIb-_kK,0B90YZmNLvXOyWTk1aFN6dmxneFk,,,Male,Starter
Dasalin,ZOTH,Uncommon,19,Danian,35,35,65,25,40,1,Water,Mandiblor,"Water 5
Hive: Dasalin does not have ""Water 5"" and has ""{{MC}}: Heal 10 damage to target Mandiblor"" instead.",Quench your spirit as well as your thirst.,,,,,0B6oyUfwoM3u1YkpJcmdnT3BTeDA,1QHfASgd785poMqRi6RArRpK2v72iCWTM,,,,Male,
Gambreor,MI,Uncommon,19,UnderWorld,35,50,45,45,35,2,,Taskmaster Minion,"{{MC}}, Sacrifice a Battlegear: Heal 15 damage to target Creature.",,"{{MC}}, Sacrifice a Battlegear: Heal 10 damage to target Creature and it gains 10 Power.",,,,0B6oyUfwoM3u1bXdRVjVVdUtWYnM,1mp3oDKDCfwnSwS1g40bsVzTtcbKQQXWV,1giDABVYYeY5hqoUdMK7nU8wlqGeQt2Sc,,,Male,
"Ginar'rash, The Extinguisher",FAS,Rare,19,M'arrillian,50,75,70,30,45,0,Water,Kha'rall,"Fireproof 20
When Ginar'rash deals Water attack damage to a Creature, that Creature loses Fire.","""Some say to fight fire with fire. My plan works much better, I assure you.",,,,,1U9eo4O2WvjZaOIQajezbqUYa5jxyZeLc,1RA9iL4ctJ3wffuL9_cwz8s-0iWiVrwph,1jdFrtpuSTmsYGAQY83m0wQYkNGd3NFcm,,Ginar rash ginarrash,Ambiguous,
"Gorram, Danian General",FUN,Super Rare,19,Danian,85,50,75,35,30,0,,Noble Elementalist,"While your discard pile contains, 
An OverWorlder, your Creatures have ""Water 5.""
An UnderWorlder, your Creatures have ""Fire 5.""
A Mipedian, your Creatures have ""Air 5.""",,,,,1,11FHtRxPECFRQnzDX_G95SFAkhnUZKa6x,1JKYGpOlbUny2PB9iSf5MJnTVsCnQnnhI,,,,Male,
Klencka,ROTO,Common,19,Danian,45,55,50,85,55,1,"Air, Water",Mandiblor Minion,"Waterproof 10
Hive: Outperform Courage 5",,Outperform Courage 5,,,,0B6oyUfwoM3u1dVZZWmEtNXdnWHc,1K_US1P0xH78fJnimEQK7NOsXy-8m-2Vn,,,,Male,
Makrabon,SS,Common,19,Danian,20,30,50,25,35,2,,Controller,"When Makrabon gains a Mugic counter, Infect target Uninfected Creature.
{{MC}}: Activate or Deactivate Hive",,,,,,0B6oyUfwoM3u1bGFjR2NOWTFHT1k,1BgXmiKD2RiLCIyQZ_cNn9MCJ6alW9__5,1hzjK3fLgQy1nW0d03dAumJ4XptgwbJS4,,,Male,
"Najarin, Younger",AU,Super Rare,19,OverWorld,60,30,90,30,25,2,,Past Muge,"{{MC}}: Return target Mugic Card from your general discard pile to your hand, then discard a Mugic Card.",Little did he know then that his name would become synonymous with history itself.,,,,,1SP6vyAsX2F-2WynjA_4j87r2mwC0pbtq,15iTGmOy0DVpEdAnKdkFWB_5jSuqHLcF9,1SQOkir_sTTSxGpQPlT9x8i9_IncDfYnB,,,Male,
"Noaz, Mipedian Cavalerist",TOTT,Uncommon,19,Mipedian,90,40,35,95,50,0,"Air, Earth",Stalker Warrior,"At the beginning of your turn, Noaz gains ""Air 10"" and ""Invisibility: Surprise.""
Swift 1",No fugitive has ever escaped from his mount's speed... or his blade!,,,,,0B6oyUfwoM3u1TC13MUZXM0NvQzQ,1f1XduGHgtz8TMzIdHrrJ0OHjq6cxuvda,1MDZtLud4Qv2z4CciLqhaHxgB2B5WNCky,,,Male,
Rellim,DOP,Uncommon,19,OverWorld,50,65,60,40,50,1,Water,Caretaker,Support: Courage 5,“The Mill is not my only interest. I also enjoy beating on UnderWorlders.” – Rellim,,,,,0B6oyUfwoM3u1QkNxRHVCWlpReE0,1eWATyj99BFEZOYSRb6pTlntXWA4ckYbu,0B90YZmNLvXOyWlpSWEhDOFByU3M,,,Male,Starter
Dubin,ZOTH,Common,20,Danian,50,35,50,25,30,2,,Controller,"{{MC}}: Infect target Uninfected Creature.
While an opponent controls an Infected Creature, Dubin has an additional 5 Energy.",How does the parasite take control? Who knows... who cares?!,,,,,0B6oyUfwoM3u1ZTd6bDNVWHdEY28,16WmQO97PAcM6_svfzM-qS-dmlgZREs4M,,,,Male,
Ilx,MI,Super Rare,20,UnderWorld,60,90,25,35,70,1,Air,Ethereal Conqueror,"Air 5 
Recklessness 5 
While engaged with an unequipped Creature, Ilx has an additional ""Air 5"" and ""Recklessness 5.""",,,,,,0B6oyUfwoM3u1aXR3T0pUb05MdDA,16GOENKUJSJe46HxdbyJ8_x80w_HzsLIG,,,,"Ambiguous, Male",
"Kepiaan, Danian Lieutenant",FUN,Rare,20,Danian,40,40,40,40,40,0,Water,Battlemaster,Kepiaan has an additional 10 Energy and 10 to all Disciplines for each Tribe you control.,"Though hundreds of Danians perish to defeat a single Kha'rall, Kepiaan willingly accepts those losses.",,,,,1Ag344LXm3dol5oD0za2xjiUviBIPKHwD,1zHGQYdMfjhKH1JDVUU2o9tyeX0KqVX57,,,,Male,
Porthyn,AU,Rare,20,OverWorld,90,50,60,50,55,2,,Guardian,{{MC}}: All non-attack damage that would be dealt to target adjacent Creature is dealt to Porthyn instead.,"Najarin looks only ahead, for he has no need to watch his back.",,,,,1Qg5jzZlgFOnCLiZ6eWGFJ83vV7uNIDQQ,1kP4dFIsNXfGR3Y4BNUqDybnlk7m3G_aV,,,,"Ambiguous, Male",
"Raznus, Assimilated",SS,Rare,20,Danian,50,20,75,30,50,1,Water,Mandiblor Ambassador,"{{MC}}: Danians you control may not be the target of Mugic or abilities. This ability can only be used once per turn.

",,,1,,,0B6oyUfwoM3u1bHRyNTRvMGlXbkk,1XQ8gfNyquIK1Se4p2KJ4uvE5Ot3w-NGh,,,,Male,
"Rellim, Watermaster",TOTT,Super Rare,20,OverWorld,85,75,55,25,50,1,Water,Caretaker Minion,Other Creatures you control with Water have an additional 10 Energy.,,"M'arrillians you control have ""Water 5.""",1,,,0B6oyUfwoM3u1TVhBcU95ZXhSRG8,1kQweUimAVUXHlCHL0GOB6TB_ZnfLhn3t,1Ltgn1J6L6uBC8vQeQBXhLd8ZC4UZKShc,,,Male,
Slurhk,DOP,Common,20,OverWorld,45,35,35,40,50,0,"Earth, Water",Guardian,,"As poison spreads throughout the Mipedian’s body, Slurhk sneers. He will enjoy reclaiming his desert homeland – one lizard at a time.",,,,,0B6oyUfwoM3u1XzVMejJPTFpMSE0,1PhgS1aV730qOUrGw5TePKFpDqkRgwmaY,0B90YZmNLvXOyZnF2MkhyMHZNQjA,,,Male,
Tarbok,ROTO,Common,20,Danian,75,35,45,40,50,1,"Fire, Air",Mandiblor,"Waterproof 15 
Hive: Tarbok has an additional 15 Energy.","""My only fear is that I have no fear."" 
—Tarbok",,,,,0B6oyUfwoM3u1Mk5tRXh0RjQxaVU,1sR3871miXjuwBjc6n6hKLSmabC-OP4YI,,,,Male,
"Wamma, Flame Guard",FAS,Common,20,Danian,70,65,40,25,50,1,"Fire, Earth",Mandablor,"Defender: Fire
Defender: Earth","When assigned a task, Wamma feels obligated to do a good job... at least for an hour.",,,,,1AL16hCqcpo5UFtRkJF4Qbb2yKHTj-l7Z,1eCowgThIPNgIl0DW9nZAW3sHZ_MsSB9v,1gYZ_dhOhNU1nyOe1Lb844evrICS5q0aq,,,Male,
"Blazvatan, the Epic Warbeast",SS,Ultra Rare,21,Mipedian,150,75,50,150,70,0,"Air, Earth",Warbeast,"Air 5
Earth 5
Recklessness 25",Conjuring is worthless without control.,,1,1,,0B6oyUfwoM3u1YUZoTlR3YnZ3Vms,1XUQOPIVhk5-jCBx9p77VNcvXYhU0KLCS,1tLAU1_-RVigvmCg5Ty2NBivCATJ4GAo5,,,Ambiguous,
Cyrenox,FAS,Common,21,UnderWorld,50,75,30,50,55,0,Fire,Warrior,"While all Creatures you control have Fire, Cyrenox deals an additional 5 damage with attacks.","Born of darkness, raised in gloom, wielder of sorrow, bringer of doom.",,,,,1JoBQRe69m7fMDrkOmouE2_94yUcRM7Bc,18BUhwILq5BSAepG7J7nJnVqcw1-EO57r,,,,Male,
Faash,ZOTH,Uncommon,21,Danian,50,65,35,55,50,2,Fire,Elementalist,"Deactivate Hive: Faash gains ""Fire 5."" Hive cannot be Activated again this turn. (Hive must be active to Deactivate it.)",,,,,,0B6oyUfwoM3u1WWx3ZmRuRHpBU28,1d4Ji6LtyVS_uB3aTeJhjwWwtdPYbk8tw,,,,Male,
Hoton,BR,Common,21,OverWorld,50,25,80,35,40,2,,Strategist,Support: Wisdom 5,,,,,,0B6oyUfwoM3u1R0ZUeFFUV1RxTms,1jfh11g_c-zUHm8DW9CyP6Ey-QhTbZw-7,,,,Male,Online
"Klencka, Avenger",FUN,Uncommon,21,Danian,90,60,60,40,50,0,"Earth, Water",Mandiblor Warrior,"While you control an OverWorlder, when Klencka deals damage with its first attack each combat, it gains Energy equal to the damage it dealt.",,,,,,1mv4JFUc7ro_26jJZEBFWEhL99vZKHHPb,1Byt7IJ_0gdEJGvNTvqBEVv8QKnMe3MTK,1j7xp4SQNntmrW9o7C8p1g8sHyBONIqnL,,,Male,
Kraade,MI,Common,21,UnderWorld,50,65,40,50,45,1,"Fire, Earth",Minion Scout,Swift 2,,Intimidate: Power 20,,,,0B6oyUfwoM3u1alZSR0Vsbzd0am8,1p87fXqJ0UMpocoN7YDaItCEMq7Pev-Ag,1eUN6xA5mURBjZXRaezH-rEW3p04Drr3R,,,Male,
Silchaw,AU,Rare,21,OverWorld,80,40,60,30,60,1,"Earth, Water",Elementalist,"At the beginning of combat, if the Initiative of the active Location is an Elemental Type, your engaged Creature gains that Elemental Type.","His uncanny ability to smell Vlarium earned him the name ""Major Miner.""",,,,,1bAEQktEbGwb0f77z_9rVXHeDMdOhlMOP,17S-VVQ0yR1UjSAk6SAw1ON51AiqPfZoL,1L8VQblew6-Jvk2exdM0PU3Zt59fEqJz2,,,Male,
Staluk,DOP,Rare,21,OverWorld,35,45,25,40,50,0,Earth,Warrior,"Earth 5
Swift 1",This Mommark creation is slow to start... and difficult to stop.,,,,,0B6oyUfwoM3u1ckZ2Yi1GSmRMZVE,1X9k4wDW8QAFR5H9hhBnXKRZC-GeszyrN,0B90YZmNLvXOyVkU3TzhPdWtoOE0,,,Male,Starter
"Wamma, Hive Ordnance",ROTO,Super Rare,21,Danian,55,45,65,35,50,0,Fire,Mandiblor,"When a Mandiblor comes into play from a discard pile, Wamma gains a Mugic counter.
Battlegear equipped to Infected Creatures is not flipped face-up when those Creatures become engaged.",,,,,,0B6oyUfwoM3u1ZVAyby1tSjFzZnc,1exX8o4Sm0bH9vIwTcQMU85Hf-_2jiFPr,1c90DIpjA6h79x2jeXzxZXIZC_BlwDzvB,,,Male,
"Xaerv, Monsoon Defender",TOTT,Rare,21,OverWorld,60,30,80,70,60,1,"Fire, Air",Elementalist,"Waterproof 10 
Xaerv deals an additional 5 attack damage to Creatures with Water.",,,,,,0B6oyUfwoM3u1bnhRT2NRRnU2VjQ,16B5TZNnGweZe4XI4W1Vvov_63NMb1wDS,10u662s5Hpanj20UK655oBFkbl9EgZy7B,,,Male,
Appelai,ROTO,Uncommon,22,Mipedian,50,45,60,35,40,1,,Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 10 for each Mugic counter on Appelai.
When a Warbeast you control becomes the target of a Mugic or ability your opponent controls, Appelai gains a Mugic counter.",,,,,,0B6oyUfwoM3u1NWFVbjF4VHdLMHM,1R68wZKn9qA6BcIzxWUesZ7ttYMxvYfRF,,,,Male,
